Cod_setor,Situacao_setor,V062,V063,V064,V065,V066,V067,V068,V069,V070,V071,V072,V073,V074,V075,V076,V077,V078,V079,V080,V081,V082,V083,V084,V085,V086,V087,V088,V089,V090,V091,V092,V093,V094,V095,V096,V097,V098,V099,homens,mulheres
250750705000524,1,31,31,27,15,5,0,23,2,0,0,0,0,0,29,11,4,0,0,0,37,40,26,4,9,4,9,28,13,5,0,0,0,9,6,0,0,0,0,178,190
250750705000525,1,8,15,16,8,0,2,8,1,0,0,0,0,0,7,4,3,0,0,0,12,4,6,1,0,0,6,5,1,0,0,0,0,7,1,0,1,0,0,72,44
250750705000526,1,17,20,26,24,4,6,6,2,2,0,0,0,0,15,5,0,1,0,1,11,12,13,0,4,2,10,8,2,1,0,0,0,3,4,0,0,0,0,129,70
250750705000527,1,27,33,30,14,3,4,9,3,0,0,0,0,0,24,18,7,0,0,0,22,19,6,3,2,0,9,10,1,0,0,0,0,12,5,1,0,0,0,172,90
250750705000528,1,44,43,41,21,8,4,13,6,0,0,0,0,0,38,20,11,4,0,0,26,24,15,6,2,1,12,15,7,2,1,0,0,11,3,3,0,0,0,253,128
250750705000529,1,47,48,37,13,6,1,25,6,0,0,0,0,0,41,23,14,0,0,0,20,26,5,3,1,1,20,11,10,0,0,0,0,9,6,0,0,0,0,261,112
250750705000530,1,27,32,43,14,3,2,20,6,1,0,0,0,0,21,18,10,2,0,0,27,21,17,7,0,5,20,15,6,2,1,0,0,12,5,0,0,0,0,199,138
250750705000531,1,35,36,43,11,2,3,26,2,2,0,0,0,0,33,17,12,2,0,0,42,25,9,2,2,0,33,14,6,2,0,0,0,28,7,0,0,1,0,224,171
250750705000532,1,15,31,22,10,1,0,11,3,0,0,0,0,0,12,11,6,2,0,0,27,19,7,2,2,0,18,9,6,4,0,0,0,18,4,1,0,0,0,124,117
250750705000533,1,10,17,20,5,5,3,8,0,0,0,0,0,0,10,10,8,2,0,0,15,11,5,5,1,1,4,7,7,0,0,0,0,8,3,0,0,0,0,98,67
250750705000534,1,30,38,34,11,2,5,9,2,0,0,0,0,0,28,19,13,3,0,0,19,13,3,1,1,0,15,10,4,0,0,0,0,9,4,2,0,0,0,194,81
250750705000535,1,28,27,35,18,6,3,7,2,1,1,0,0,0,26,11,10,1,0,0,18,15,13,5,2,0,9,10,2,1,0,0,0,8,2,2,1,0,0,176,88
250750705000536,1,20,44,51,25,4,3,12,4,2,0,0,0,0,16,18,12,2,0,0,15,21,14,6,2,0,25,4,5,2,0,0,0,11,5,2,0,0,0,213,112
250750705000537,1,46,49,39,20,6,0,18,5,1,0,0,0,0,41,17,13,5,1,0,37,22,7,3,3,2,19,13,2,2,0,0,0,24,11,1,0,0,0,261,146
250750705000538,1,48,50,42,28,10,7,26,4,0,0,0,0,0,44,20,9,4,3,1,32,23,9,7,2,1,27,15,6,2,1,0,0,17,5,1,3,0,0,296,151
250750705000539,1,21,27,27,27,10,4,11,1,0,0,0,0,0,20,9,5,1,1,0,32,20,17,19,2,5,21,16,6,3,5,0,0,16,5,3,1,0,1,164,172
250750705000540,1,22,23,20,13,5,1,4,2,0,1,0,0,0,20,15,7,5,1,0,11,6,11,4,0,1,19,3,2,1,1,0,0,8,3,4,0,0,0,139,74
250750705000541,1,25,47,42,15,2,2,14,0,0,0,0,0,0,25,24,11,3,1,0,26,19,15,4,0,0,15,12,3,0,0,0,0,14,8,2,0,0,0,211,118
250750705000542,1,22,30,40,30,8,4,2,0,0,0,0,0,0,22,17,5,6,0,0,14,23,16,5,0,1,15,5,6,3,0,0,0,9,7,1,0,0,0,186,105
250750705000543,1,17,22,28,12,4,0,7,2,1,0,0,1,0,15,12,5,1,1,0,14,15,7,4,2,0,11,7,4,2,0,0,0,7,4,0,0,0,0,128,77
250750705000544,1,34,33,39,16,6,4,24,4,1,1,0,0,0,30,13,11,1,1,0,41,19,21,4,4,1,33,22,3,2,0,0,0,19,6,1,0,0,0,218,176
250750705000545,1,11,7,8,5,0,1,11,2,0,0,0,0,0,9,1,3,1,0,0,21,9,6,1,2,3,15,11,2,0,0,0,0,10,4,0,0,0,0,59,84
250750705000546,1,21,21,25,12,1,2,25,3,0,0,0,0,0,18,12,4,2,0,1,40,13,12,5,2,3,34,14,6,0,0,0,0,26,4,2,1,0,0,147,162
250750705000547,1,42,18,14,8,4,1,23,4,1,0,0,0,0,38,10,7,4,0,0,26,17,7,7,1,2,34,14,1,3,0,0,0,12,7,2,0,0,1,174,134
250750705000548,1,42,47,48,17,4,1,10,4,0,0,0,0,0,38,26,13,0,0,0,40,39,24,8,4,4,33,23,10,2,0,0,0,17,12,2,0,0,0,250,218
250750705000549,1,26,36,24,18,7,6,18,4,3,1,0,0,0,22,20,5,1,0,0,48,48,25,13,5,8,30,29,13,5,1,1,0,19,11,3,2,0,0,191,261
250750705000550,1,18,30,42,10,3,0,10,0,0,0,0,0,0,18,14,8,0,0,0,24,33,9,4,1,1,15,13,5,2,1,0,0,11,12,2,0,0,0,153,133
250750705000551,1,28,46,48,25,5,1,17,1,0,0,1,0,0,27,25,17,7,0,0,34,40,22,11,2,0,27,6,6,2,0,0,0,28,14,4,1,0,0,248,197
250750705000552,1,30,33,36,14,8,5,6,4,0,0,0,0,0,26,18,12,3,1,0,33,18,11,2,1,0,19,13,0,2,0,0,0,20,7,1,0,0,0,196,127
250750705000553,1,22,17,10,9,2,4,25,4,1,0,0,0,0,18,5,3,1,0,0,29,31,15,10,3,1,29,15,5,1,1,0,0,14,5,2,0,0,0,121,161
250750705000554,1,32,47,60,18,4,7,11,2,0,0,0,0,0,30,22,18,4,1,0,36,24,20,6,2,4,28,17,5,4,0,0,0,19,9,2,1,0,1,256,178
250750705000555,1,30,27,15,17,5,0,20,5,1,0,0,0,0,25,11,4,1,0,0,16,20,15,4,0,0,27,12,4,2,0,0,0,4,9,3,1,0,0,161,117
250750705000556,1,27,21,17,13,8,1,9,2,0,0,0,0,0,25,12,3,7,0,0,18,17,16,7,1,1,26,13,6,1,1,0,0,5,3,0,1,0,0,145,116
250750705000557,1,23,17,27,16,5,3,8,1,0,0,0,0,0,22,8,4,2,1,1,18,16,7,2,0,1,22,8,4,0,0,0,0,10,7,0,0,0,0,138,95
250750705000558,1,14,18,17,9,3,3,15,4,0,1,0,0,0,10,8,3,0,0,0,4,4,6,6,1,3,9,4,0,0,1,0,0,0,1,1,1,0,0,105,41
250750705000559,1,19,17,19,12,4,5,14,2,2,0,0,0,0,17,6,4,1,0,0,12,8,5,4,2,1,6,7,4,2,1,0,0,5,1,0,0,0,0,122,58
250750705000560,1,18,27,40,13,9,9,22,2,0,0,0,0,0,16,12,7,0,1,0,8,18,16,6,9,4,6,4,4,2,1,0,0,4,2,1,0,0,0,176,85
250750705000561,1,15,16,13,8,5,4,10,0,1,0,0,0,0,15,6,1,2,0,0,4,6,6,1,2,0,1,3,2,1,1,0,0,1,1,0,0,0,0,96,29
250750705000562,8,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0,0
250750705000563,8,17,28,15,10,6,4,14,1,2,0,0,0,0,16,11,2,2,0,0,2,2,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,128,9
250750705000564,1,13,18,23,8,4,3,12,2,0,0,0,0,0,11,8,7,1,0,0,7,9,8,4,1,2,3,4,5,0,0,0,0,3,0,0,0,0,0,110,46
250750705000565,1,6,9,11,7,0,6,2,3,0,0,0,0,0,3,4,3,2,0,0,13,12,13,3,4,4,5,8,7,2,0,0,0,5,1,1,0,0,0,56,78
250750705000566,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250750705000567,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250750705000569,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250750705000570,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250750705000571,1,24,38,53,22,7,7,16,3,2,0,0,0,0,21,17,11,5,0,0,18,21,23,11,8,8,12,14,10,2,0,0,0,4,1,3,1,0,0,226,136
250750705000572,1,11,10,4,2,1,4,5,1,2,0,0,0,0,10,5,1,0,0,0,4,8,7,2,3,1,9,3,4,1,0,0,0,1,0,3,0,0,0,56,46
250750705000573,1,5,3,1,3,0,0,1,0,0,0,0,0,0,5,3,0,0,0,0,5,3,1,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,21,15
250750705000574,1,16,16,16,4,1,3,8,2,0,0,0,0,0,14,9,3,1,0,0,7,13,5,6,1,3,6,6,7,0,1,0,0,1,1,2,0,1,0,93,60
250750705000575,1,15,29,26,13,2,4,11,0,1,0,0,0,0,15,14,5,3,0,0,21,12,28,12,13,10,11,13,4,6,1,0,0,8,1,3,1,0,0,138,144
250750705000576,1,25,18,21,21,4,7,11,3,0,0,0,0,0,22,10,9,4,0,0,25,23,29,13,4,9,8,14,5,7,1,0,0,11,5,1,1,0,0,155,156
250750705000577,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0,0
250750705000578,1,13,23,17,8,6,4,6,3,0,0,0,0,0,10,12,3,2,1,0,12,15,14,7,4,7,7,7,2,2,1,1,0,5,4,0,0,0,0,108,88
250750705000579,1,5,11,11,5,3,2,3,0,0,0,0,0,0,5,3,3,0,0,0,4,8,7,11,1,1,2,4,1,4,2,0,0,0,2,0,0,0,0,51,47
250750705000580,1,21,31,44,17,8,8,14,4,0,0,0,0,0,17,16,9,0,0,0,31,37,25,27,9,8,12,22,13,7,1,1,0,9,5,0,1,0,0,189,208
250750705000581,1,20,32,30,19,7,8,17,2,0,0,0,0,0,18,17,7,1,1,0,21,34,25,18,6,5,6,12,12,4,4,1,0,9,7,3,0,0,0,179,167
250750705000582,1,38,32,46,17,7,4,10,3,0,0,0,0,0,35,15,8,4,0,0,20,11,22,8,3,3,16,15,3,2,0,0,0,5,1,1,2,0,1,219,113
250750705000583,1,17,27,21,22,8,5,16,3,2,0,0,0,0,14,14,3,3,0,0,20,22,17,11,5,7,5,16,11,3,0,1,0,4,2,0,0,0,0,155,124
250750705000584,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250750705000585,1,8,11,5,1,0,3,6,2,0,0,0,0,0,6,4,1,0,0,0,6,12,8,7,1,2,3,6,5,3,1,0,0,0,3,0,0,0,0,47,57
250750705000586,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250750705000587,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250750705000588,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250750705000589,1,13,22,22,15,2,2,6,3,1,0,0,0,0,10,12,6,1,0,0,15,19,11,8,4,5,8,11,9,0,0,0,0,4,3,1,0,0,1,115,99
250750705000590,1,5,6,11,5,4,4,2,0,0,0,0,0,0,5,3,5,1,0,0,4,4,6,9,0,4,2,3,1,0,2,0,0,1,2,0,0,0,0,51,38
250750705000592,1,12,16,19,5,8,4,8,1,0,0,0,0,0,11,7,1,0,0,0,7,8,4,2,1,3,7,5,2,1,1,0,0,2,2,0,0,0,0,92,45
250750705000593,1,8,5,12,9,5,3,11,2,0,1,0,0,0,6,2,1,0,0,0,7,10,11,5,7,5,5,5,8,2,1,1,1,2,1,1,0,0,0,65,72
250750705000594,1,17,11,17,6,3,4,5,4,0,0,0,0,0,13,5,3,1,0,0,14,13,11,8,4,3,10,8,4,3,0,0,0,6,6,1,1,0,0,89,92
250750705000595,1,7,20,27,11,3,2,13,0,2,0,0,0,0,7,9,7,1,0,0,17,14,20,10,0,5,8,13,5,2,1,0,0,4,0,1,0,0,0,109,100
250750705000596,1,35,45,33,11,7,2,17,4,3,0,0,0,0,31,20,11,0,1,0,36,31,14,1,2,0,22,19,4,0,1,0,0,17,11,3,0,0,0,220,161
250750705000597,1,21,54,62,19,5,4,9,3,0,0,0,0,0,18,27,12,1,1,0,37,26,19,5,4,0,14,18,6,2,1,0,0,19,5,2,0,0,0,236,158
250750705000598,1,11,24,17,11,4,2,3,1,0,0,0,0,0,10,10,4,1,0,0,26,41,41,20,7,5,11,17,19,7,1,0,0,9,3,0,0,0,0,98,207
250750705000599,1,28,47,59,23,8,6,15,0,0,1,0,0,0,28,25,12,5,0,0,29,29,31,16,3,4,9,15,7,5,0,0,0,14,7,3,0,0,0,257,172
250750705000600,1,22,25,44,15,6,1,14,2,1,0,0,0,0,20,11,13,2,2,0,44,34,37,15,10,3,18,26,14,10,0,0,0,18,3,1,1,0,0,178,234
250750705000601,1,24,52,44,16,6,4,12,2,1,0,0,0,0,22,26,12,4,0,1,27,25,22,8,11,6,15,18,5,2,0,0,0,9,5,4,1,1,0,226,159
250750705000602,1,29,47,67,33,16,14,15,3,1,0,0,0,0,26,22,15,5,1,0,31,33,20,12,10,7,21,18,10,5,2,1,0,13,3,0,0,0,0,294,186
250750705000603,1,26,17,21,5,5,2,10,2,0,0,0,0,0,24,10,4,2,0,0,12,22,12,6,3,1,3,7,10,1,1,0,0,5,3,0,0,0,0,128,86
250750705000604,1,31,65,60,28,9,5,9,1,1,0,0,0,0,30,30,12,0,0,1,15,14,14,11,9,7,10,10,5,5,1,1,0,5,2,1,1,0,0,282,111
250750705000605,1,7,15,6,6,2,1,7,1,0,0,0,0,0,6,5,0,0,0,0,15,29,29,18,5,1,5,14,14,6,3,0,0,1,4,3,1,0,0,56,148
250750705000606,1,31,50,46,25,13,5,22,2,0,0,0,0,0,29,23,13,2,1,0,25,39,19,20,12,5,14,19,20,2,1,2,0,6,7,0,0,1,0,262,192
250750705000607,1,33,40,53,25,4,2,10,4,2,0,0,0,0,29,20,12,2,1,0,28,31,20,11,5,7,12,19,7,3,0,0,0,9,7,1,2,0,0,237,162
250750705000608,1,16,12,15,8,3,2,6,3,0,0,0,0,0,13,3,2,0,0,0,7,7,7,1,3,2,2,6,6,1,0,0,0,1,1,0,0,1,0,83,45
250750705000609,1,35,58,69,46,13,8,9,5,1,0,0,0,0,30,23,17,6,1,0,27,31,19,6,8,4,9,19,10,1,1,0,0,8,5,1,0,0,1,321,150
250750705000610,1,22,31,45,21,9,5,6,2,0,0,0,0,0,20,15,10,0,1,0,7,4,6,4,2,3,6,3,1,0,0,0,0,4,1,1,0,0,0,187,42
250750705000611,8,5,4,8,5,1,2,3,1,0,0,0,0,0,4,2,2,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37,4
250750705000612,1,18,17,25,16,3,2,16,2,0,0,0,0,0,16,9,4,3,0,0,48,60,53,28,7,9,8,39,26,12,1,0,0,9,7,3,0,0,0,131,310
250750705000613,1,21,29,39,17,2,3,0,2,1,0,0,0,0,19,10,10,1,0,0,14,15,7,6,0,2,7,7,5,2,2,0,0,7,3,0,0,0,0,154,77
250750705000614,1,12,42,45,20,9,5,6,3,1,0,0,0,0,9,15,13,1,1,0,21,24,8,5,6,6,3,13,8,3,0,0,0,8,6,0,0,2,0,182,113
250750705000615,1,30,52,51,18,7,5,9,2,0,0,0,0,0,28,28,8,3,0,0,17,16,17,5,1,3,10,11,7,2,1,0,0,6,0,0,0,0,0,241,96
250750705000616,1,30,38,23,15,10,4,15,2,1,0,0,0,0,28,18,6,3,0,0,34,31,27,16,6,10,9,21,10,5,1,1,0,13,5,0,0,0,0,193,189
250750705000617,1,55,57,51,25,10,5,28,3,2,0,0,0,0,52,26,12,1,0,0,46,41,20,14,6,9,19,32,13,2,0,0,0,14,8,1,0,0,0,327,225
250750705000618,1,15,17,22,15,7,1,6,1,2,1,0,0,0,14,5,3,2,0,0,24,35,28,15,12,8,15,19,9,3,0,0,0,5,7,3,0,0,0,111,183
250750705000619,1,50,58,66,42,12,4,16,1,1,0,0,0,0,49,26,15,4,1,0,24,27,15,10,7,2,11,18,9,2,1,0,0,6,6,0,0,0,0,345,138
250750705000620,1,17,27,29,20,6,8,15,2,0,0,0,0,0,15,11,11,4,0,0,25,16,21,8,4,5,10,16,4,3,0,0,0,9,3,3,0,0,0,165,127
250750705000621,1,16,18,14,16,2,2,7,4,1,0,0,0,0,12,10,3,1,0,0,24,24,23,9,5,5,26,12,9,7,1,0,0,12,7,1,0,0,0,106,165
250750705000622,1,11,20,20,6,5,2,11,1,0,0,1,0,0,10,10,4,0,0,0,19,16,12,11,5,5,11,13,7,0,0,0,0,6,2,2,0,0,0,101,109
250750705000623,1,35,24,20,8,5,4,22,8,1,0,0,0,0,27,13,5,1,0,0,25,14,13,5,7,6,19,17,4,1,0,1,1,8,4,2,0,0,0,173,127
250750705000624,1,14,20,20,19,6,3,6,2,0,0,0,0,1,12,11,8,4,0,0,31,25,19,10,5,3,9,15,6,4,0,0,0,16,8,3,0,0,0,126,154
250750705000625,1,19,24,29,13,4,4,5,3,0,0,0,0,0,16,16,11,0,1,0,18,22,12,9,2,2,16,6,5,0,0,0,0,12,11,3,0,0,0,145,118
250750705000626,1,29,40,30,25,9,3,8,2,0,0,0,0,0,27,17,11,2,0,0,24,13,13,10,1,1,19,9,3,0,0,0,0,15,5,1,1,0,0,203,115
250750705000627,1,35,30,27,9,0,1,13,6,0,0,0,0,0,29,19,8,0,0,0,43,23,18,8,6,0,29,19,5,3,0,0,0,24,2,1,0,0,0,177,181
250750705000628,1,25,38,18,9,2,1,10,3,0,0,0,0,0,22,15,4,1,0,0,30,31,6,4,1,1,29,15,6,1,0,0,0,15,8,2,0,0,0,148,149
250750705000629,1,29,39,52,22,11,3,23,0,0,1,0,0,0,29,22,14,2,0,0,30,30,15,5,2,0,13,14,11,4,0,0,0,16,2,2,1,0,0,247,145
250750705000630,1,39,49,57,23,10,6,12,4,1,0,0,0,0,35,23,14,4,0,1,28,19,19,9,6,8,11,18,7,1,0,1,0,10,3,1,1,0,0,278,142
250750705000631,1,47,47,64,45,13,11,25,3,0,1,0,0,0,44,22,16,2,0,0,40,30,17,18,3,5,14,20,10,1,1,0,0,20,4,0,0,0,0,340,183
250750705000632,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0,0
250750705000633,1,16,29,17,14,8,10,11,1,1,0,0,0,0,15,17,4,2,0,2,15,18,15,11,5,5,7,12,8,6,1,0,0,3,3,0,0,0,0,147,109
250750705000634,1,34,45,53,27,16,13,17,1,0,0,0,0,0,33,22,10,4,1,0,17,22,14,7,7,2,12,10,3,3,1,1,0,7,4,1,0,0,0,276,111
250750705000635,1,40,49,48,26,6,2,4,0,0,0,0,0,0,40,17,15,2,0,0,15,14,7,6,2,6,8,10,6,1,0,0,0,5,1,0,1,0,1,249,83
250750705000637,1,13,19,12,9,2,1,4,0,0,0,0,0,0,13,8,3,3,0,0,20,30,18,11,2,0,3,11,8,2,0,0,0,9,4,1,0,0,0,87,119
250750705000639,1,36,23,39,15,4,2,9,6,0,0,0,0,0,30,18,12,1,1,0,36,16,14,9,2,3,26,11,2,2,0,0,0,25,4,1,0,0,0,196,151
250750705000640,1,29,18,30,7,6,5,20,5,0,0,0,0,0,24,10,9,0,0,0,23,18,14,1,0,1,36,10,2,1,0,0,0,13,7,1,0,0,0,163,127
250750705000641,1,17,12,5,6,2,1,5,2,0,0,0,1,0,15,6,0,0,0,0,14,4,8,2,0,0,9,7,0,4,0,0,0,7,2,0,1,0,0,72,58
250750705000642,1,16,20,35,20,4,3,16,3,1,0,2,0,0,13,12,13,2,0,0,25,15,13,4,3,1,25,12,2,3,0,1,0,13,5,1,1,0,0,160,124
250750705000643,1,17,22,17,10,9,6,4,2,2,0,0,0,0,15,8,3,0,1,0,15,14,11,2,4,3,4,9,5,2,0,0,0,6,3,2,0,0,0,116,80
250750705000644,1,37,58,41,18,11,10,17,4,4,0,0,0,0,33,30,6,2,0,0,60,27,27,15,4,3,41,34,6,3,0,0,0,26,10,5,2,0,1,271,264
250750705000645,1,30,52,53,17,5,6,7,1,1,0,0,0,0,29,22,7,1,0,0,23,26,18,10,4,2,10,19,12,4,0,1,0,4,4,1,0,0,0,231,138
250750705000646,1,22,30,29,15,4,6,3,3,1,1,0,0,0,19,13,4,3,0,0,18,23,12,7,4,2,7,15,5,3,0,0,0,3,5,1,0,0,0,153,105
250750705000647,1,35,59,43,13,6,2,9,3,0,0,0,0,0,32,20,8,2,2,0,31,28,14,3,2,1,10,19,12,2,1,0,0,12,5,3,0,0,0,234,143
250750705000648,1,14,14,26,12,4,2,4,0,0,0,0,0,0,14,6,11,0,0,0,8,15,6,5,3,1,5,2,5,1,1,1,0,6,2,0,0,0,0,107,61
250750705000649,1,4,10,15,6,3,1,0,0,0,0,0,0,0,4,7,5,2,0,0,8,8,9,1,3,0,1,6,2,3,0,0,0,2,1,1,0,0,0,57,45
250750705000650,1,24,22,35,19,9,2,13,1,1,1,0,0,0,23,7,8,3,0,0,9,12,26,4,3,4,5,8,5,6,0,0,0,1,1,3,0,0,0,168,87
250750705000651,1,20,38,22,10,7,8,3,0,2,0,0,0,0,20,15,4,1,1,0,16,18,17,13,7,5,8,10,3,3,0,0,0,6,5,0,0,1,0,151,112
250750705000652,1,14,11,20,3,7,0,4,0,0,0,0,0,0,14,6,2,0,1,0,9,7,10,0,0,1,7,4,3,0,0,0,0,5,2,1,0,0,0,82,49
250750705000653,1,7,10,6,6,4,1,0,3,1,0,0,0,0,4,3,0,0,0,0,11,15,13,17,2,2,6,6,3,4,2,0,0,5,4,0,0,0,0,45,90
250750705000654,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,4,7
250750705000655,1,8,15,13,15,3,2,5,0,0,0,0,0,0,8,9,2,1,0,0,14,13,17,6,4,5,8,9,3,3,0,0,0,5,4,2,1,1,0,81,95
250750705000656,1,15,31,29,18,7,3,8,3,0,0,0,0,0,12,13,5,3,2,1,20,15,19,5,3,5,3,17,4,6,1,0,0,3,1,1,0,0,0,150,103
250750705000657,1,7,21,22,14,5,2,12,1,1,0,0,0,0,6,9,6,2,1,0,12,21,20,14,4,6,11,7,5,5,1,0,0,5,5,1,0,0,0,109,117
250750705000658,1,18,23,16,15,5,9,15,2,0,1,0,0,0,16,9,3,0,0,0,16,27,24,7,6,7,5,13,9,7,0,0,0,3,5,0,1,0,0,132,130
250750705000659,1,8,20,15,9,6,6,7,2,1,0,0,0,0,6,8,1,2,0,0,16,16,18,10,7,5,5,9,6,5,1,1,0,7,2,2,1,0,0,91,111
250750705000660,1,14,30,21,14,3,3,7,1,0,0,0,0,0,13,19,4,1,0,0,22,13,14,2,5,5,9,15,7,4,0,0,0,7,2,1,0,0,0,130,106
250750705000661,1,59,58,38,27,10,9,26,4,0,0,0,0,0,55,30,7,2,1,0,27,26,27,14,6,3,21,13,8,3,0,0,0,14,3,0,0,0,0,326,165
250750705000662,1,22,24,19,6,2,3,17,1,2,1,0,0,0,21,12,9,0,0,0,19,16,10,10,2,5,8,13,6,3,1,0,0,6,4,2,0,0,0,139,105
250750705000663,1,14,18,17,13,1,1,7,0,0,1,0,0,0,14,12,1,0,0,0,5,11,8,1,2,1,5,3,3,0,0,0,0,2,3,1,0,1,0,99,46
250750705000664,1,22,32,20,8,5,0,15,6,1,0,0,0,0,16,13,2,2,0,0,41,34,21,6,4,0,44,20,11,3,0,0,0,21,8,1,0,0,0,142,214
250750705000665,1,10,17,10,6,5,2,32,0,0,0,0,0,0,10,11,4,1,0,0,19,19,13,12,9,7,11,12,10,1,1,0,0,7,3,2,0,0,0,108,126
250750705000666,1,28,58,52,25,11,6,14,2,0,0,0,0,0,26,26,10,4,0,0,25,31,26,15,5,4,10,13,8,7,1,0,0,12,6,2,1,0,0,262,166
250750705000667,1,3,21,13,11,1,4,5,0,0,0,0,0,0,3,13,2,0,0,0,15,10,14,3,4,1,6,13,2,4,0,0,0,2,2,0,0,0,0,76,76
250750705000668,1,1,1,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2
250750705000669,1,17,8,23,8,4,4,5,1,0,0,0,0,0,16,2,5,0,0,0,34,36,39,17,7,11,9,25,14,7,1,0,0,9,2,1,1,0,0,93,213
250750705000670,1,48,46,38,25,4,6,19,4,0,0,0,0,0,44,24,9,4,0,0,28,15,22,6,7,3,8,19,4,3,0,0,0,9,2,2,0,0,0,271,128
250750705000671,1,9,4,4,3,2,2,0,2,0,0,0,0,0,7,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2
250750705000672,1,20,21,21,14,2,2,10,1,0,0,0,0,0,19,10,4,1,1,0,26,31,27,11,4,5,15,18,15,6,1,0,0,8,3,2,0,0,0,126,172
250750705000673,1,19,35,36,23,5,3,9,1,0,0,0,0,0,18,15,12,2,0,0,27,19,13,4,3,5,6,17,6,1,0,0,0,10,1,0,0,0,0,178,112
250750705000674,1,16,22,25,30,4,8,9,2,0,0,1,0,0,14,13,3,6,0,0,19,25,22,16,13,14,4,12,11,3,2,0,0,7,2,1,0,0,0,153,151
250750705000675,1,37,23,22,6,4,3,27,3,0,0,0,0,0,34,9,1,0,1,0,45,53,32,31,7,5,12,40,20,5,3,1,0,5,2,0,0,0,0,170,261
250750705000676,1,29,36,29,15,8,4,11,1,1,0,0,0,0,28,17,6,4,1,0,20,21,21,7,7,6,8,11,9,4,0,0,0,9,3,1,0,0,0,190,127
250750705000677,1,17,20,28,16,7,5,9,4,0,0,0,0,1,13,11,8,3,1,0,21,18,23,9,5,1,10,17,9,4,2,0,0,4,1,0,0,0,0,143,124
250750705000678,1,17,22,16,13,6,3,12,1,0,1,0,0,0,16,11,6,2,1,0,8,25,10,10,2,5,12,8,5,3,3,0,0,0,6,0,0,0,0,127,97
250750705000679,1,15,42,37,15,2,4,12,1,0,0,0,0,0,14,23,6,0,0,0,24,25,23,4,6,4,8,17,11,6,0,0,0,7,2,2,0,0,0,171,139
250750705000680,1,13,13,16,8,5,2,9,2,0,0,0,0,0,11,7,2,2,0,0,21,30,30,18,5,7,6,18,15,8,2,0,0,3,2,0,0,0,0,90,165
250750705000681,1,5,12,10,4,0,3,6,0,0,0,0,0,0,5,3,3,1,0,0,15,24,31,12,6,12,6,15,13,8,3,0,0,0,2,0,1,0,0,52,148
250750705000682,1,11,25,31,7,2,6,9,0,0,0,0,0,0,11,10,4,0,0,0,28,31,15,9,3,9,6,20,10,0,0,0,0,8,2,2,1,0,0,116,144
250750705000683,1,15,27,29,11,3,4,11,1,1,1,0,0,0,14,14,7,0,0,0,21,16,20,7,8,7,10,13,6,7,1,1,0,8,1,2,0,0,0,138,128
250750705000684,1,34,43,51,31,8,7,10,0,0,0,0,0,0,34,19,18,3,1,0,18,30,10,9,8,5,11,11,7,3,0,0,0,7,4,1,1,0,0,259,125
