DS_GASTO_NIVEL1,SG_PARTIDO,NM_PARTIDO,gasto,reais
FUNDAÇÃO DE PESQUISA OU DE DOUTRINAÇÃO E EDUCAÇÃO POLÍTICA,PSB,PARTIDO SOCIALISTA BRASILEIRO,11410652.18,"R$ 11.410.652,18"
FUNDAÇÃO DE PESQUISA OU DE DOUTRINAÇÃO E EDUCAÇÃO POLÍTICA,PSD,PARTIDO SOCIAL DEMOCRÁTICO,9935615.86,"R$ 9.935.615,86"
FUNDAÇÃO DE PESQUISA OU DE DOUTRINAÇÃO E EDUCAÇÃO POLÍTICA,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,18460307.26,"R$ 18.460.307,26"
FUNDAÇÃO DE PESQUISA OU DE DOUTRINAÇÃO E EDUCAÇÃO POLÍTICA,PSL,PARTIDO SOCIAL LIBERAL,1814739.63,"R$ 1.814.739,63"
FUNDAÇÃO DE PESQUISA OU DE DOUTRINAÇÃO E EDUCAÇÃO POLÍTICA,PSOL,PARTIDO SOCIALISMO E LIBERDADE,3540077.47,"R$ 3.540.077,47"
FUNDAÇÃO DE PESQUISA OU DE DOUTRINAÇÃO E EDUCAÇÃO POLÍTICA,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,575283.75,"R$ 575.283,75"
FUNDAÇÃO DE PESQUISA OU DE DOUTRINAÇÃO E EDUCAÇÃO POLÍTICA,PT,PARTIDO DOS TRABALHADORES,22871035.76,"R$ 22.871.035,76"
FUNDAÇÃO DE PESQUISA OU DE DOUTRINAÇÃO E EDUCAÇÃO POLÍTICA,PTB,PARTIDO TRABALHISTA BRASILEIRO,6603703.67,"R$ 6.603.703,67"
FUNDAÇÃO DE PESQUISA OU DE DOUTRINAÇÃO E EDUCAÇÃO POLÍTICA,PTC,PARTIDO TRABALHISTA CRISTÃO,949707.98,"R$ 949.707,98"
FUNDAÇÃO DE PESQUISA OU DE DOUTRINAÇÃO E EDUCAÇÃO POLÍTICA,PV,PARTIDO VERDE,4179743.88,"R$ 4.179.743,88"
FUNDAÇÃO DE PESQUISA OU DE DOUTRINAÇÃO E EDUCAÇÃO POLÍTICA,REDE,REDE SUSTENTABILIDADE,1111625.25,"R$ 1.111.625,25"
FUNDAÇÃO DE PESQUISA OU DE DOUTRINAÇÃO E EDUCAÇÃO POLÍTICA,REPUBLICANOS,REPUBLICANOS,7867812.42,"R$ 7.867.812,42"
FUNDAÇÃO DE PESQUISA OU DE DOUTRINAÇÃO E EDUCAÇÃO POLÍTICA,SDD,SOLIDARIEDADE,5171054.07,"R$ 5.171.054,07"
LANCHES E REFEIÇÕES,AVANTE,AVANTE,25702.61,"R$ 25.702,61"
LANCHES E REFEIÇÕES,DC,DEMOCRACIA CRISTÃ,3878.83,"R$ 3.878,83"
LANCHES E REFEIÇÕES,DEM,DEMOCRATAS,139559.41,"R$ 139.559,41"
LANCHES E REFEIÇÕES,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,182120.99,"R$ 182.120,99"
LANCHES E REFEIÇÕES,NOVO,PARTIDO NOVO,2953.43,"R$ 2.953,43"
LANCHES E REFEIÇÕES,PATRI,PATRIOTA,20953.98,"R$ 20.953,98"
LANCHES E REFEIÇÕES,PCDOB,PARTIDO COMUNISTA DO BRASIL,45176.22,"R$ 45.176,22"
LANCHES E REFEIÇÕES,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,49464.35,"R$ 49.464,35"
LANCHES E REFEIÇÕES,PHS,PARTIDO HUMANISTA DA SOLIDARIEDADE,23356.08,"R$ 23.356,08"
LANCHES E REFEIÇÕES,PL,PARTIDO LIBERAL,182455.62,"R$ 182.455,62"
LANCHES E REFEIÇÕES,PMN,PARTIDO DA MOBILIZAÇÃO NACIONAL,41490.24,"R$ 41.490,24"
LANCHES E REFEIÇÕES,PODE,PODEMOS,2836.01,"R$ 2.836,01"
LANCHES E REFEIÇÕES,PP,PROGRESSISTAS,227471.56,"R$ 227.471,56"
LANCHES E REFEIÇÕES,PPL,PARTIDO PÁTRIA LIVRE,65.5,"R$ 65,50"
LANCHES E REFEIÇÕES,PPS,PARTIDO POPULAR SOCIALISTA,41427.48,"R$ 41.427,48"
LANCHES E REFEIÇÕES,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,46526.24,"R$ 46.526,24"
LANCHES E REFEIÇÕES,PRP,PARTIDO REPUBLICANO PROGRESSISTA,89357.08,"R$ 89.357,08"
LANCHES E REFEIÇÕES,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,125897.54,"R$ 125.897,54"
LANCHES E REFEIÇÕES,PSB,PARTIDO SOCIALISTA BRASILEIRO,65346.02,"R$ 65.346,02"
LANCHES E REFEIÇÕES,PSC,PARTIDO SOCIAL CRISTÃO,48930.92,"R$ 48.930,92"
LANCHES E REFEIÇÕES,PSD,PARTIDO SOCIAL DEMOCRÁTICO,46079.66,"R$ 46.079,66"
LANCHES E REFEIÇÕES,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,152377.11,"R$ 152.377,11"
LANCHES E REFEIÇÕES,PSL,PARTIDO SOCIAL LIBERAL,76975.43,"R$ 76.975,43"
LANCHES E REFEIÇÕES,PSOL,PARTIDO SOCIALISMO E LIBERDADE,28099.12,"R$ 28.099,12"
LANCHES E REFEIÇÕES,PT,PARTIDO DOS TRABALHADORES,831517.04,"R$ 831.517,04"
LANCHES E REFEIÇÕES,PTB,PARTIDO TRABALHISTA BRASILEIRO,208822.93,"R$ 208.822,93"
LANCHES E REFEIÇÕES,PTC,PARTIDO TRABALHISTA CRISTÃO,3257.12,"R$ 3.257,12"
LANCHES E REFEIÇÕES,PV,PARTIDO VERDE,20801.94,"R$ 20.801,94"
LANCHES E REFEIÇÕES,REDE,REDE SUSTENTABILIDADE,20367.5,"R$ 20.367,50"
LANCHES E REFEIÇÕES,REPUBLICANOS,REPUBLICANOS,154978.81,"R$ 154.978,81"
LANCHES E REFEIÇÕES,SDD,SOLIDARIEDADE,37510.59,"R$ 37.510,59"
"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS",AVANTE,AVANTE,32078.64,"R$ 32.078,64"
"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS",DC,DEMOCRACIA CRISTÃ,43329.91,"R$ 43.329,91"
"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS",DEM,DEMOCRATAS,247655.35,"R$ 247.655,35"
"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS",MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,727829.37,"R$ 727.829,37"
"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS",NOVO,PARTIDO NOVO,39989.68,"R$ 39.989,68"
"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS",PATRI,PATRIOTA,47118.87,"R$ 47.118,87"
"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS",PCB,PARTIDO COMUNISTA BRASILEIRO,3116.6,"R$ 3.116,60"
"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS",PCDOB,PARTIDO COMUNISTA DO BRASIL,91612.81,"R$ 91.612,81"
"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS",PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,382745.31,"R$ 382.745,31"
"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS",PHS,PARTIDO HUMANISTA DA SOLIDARIEDADE,196882.84,"R$ 196.882,84"
"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS",PL,PARTIDO LIBERAL,212717.37,"R$ 212.717,37"
"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS",PMB,PARTIDO DA MULHER BRASILEIRA,1870,"R$ 1.870,00"
"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS",PMN,PARTIDO DA MOBILIZAÇÃO NACIONAL,5235.9,"R$ 5.235,90"
"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS",PODE,PODEMOS,10897.9,"R$ 10.897,90"
"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS",PP,PROGRESSISTAS,291190.86,"R$ 291.190,86"
"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS",PPL,PARTIDO PÁTRIA LIVRE,2328.88,"R$ 2.328,88"
"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS",PPS,PARTIDO POPULAR SOCIALISTA,102039.76,"R$ 102.039,76"
"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS",PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,391580.09,"R$ 391.580,09"
"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS",PRP,PARTIDO REPUBLICANO PROGRESSISTA,88377.84,"R$ 88.377,84"
"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS",PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,9150,"R$ 9.150,00"
"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS",PSB,PARTIDO SOCIALISTA BRASILEIRO,392691.9,"R$ 392.691,90"
"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS",PSC,PARTIDO SOCIAL CRISTÃO,324928.22,"R$ 324.928,22"
"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS",PSD,PARTIDO SOCIAL DEMOCRÁTICO,221064.71,"R$ 221.064,71"
"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS",PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,537226.51,"R$ 537.226,51"
"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS",PSL,PARTIDO SOCIAL LIBERAL,26828.54,"R$ 26.828,54"
"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS",PSOL,PARTIDO SOCIALISMO E LIBERDADE,157270.47,"R$ 157.270,47"
"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS",PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,15950,"R$ 15.950,00"
"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS",PT,PARTIDO DOS TRABALHADORES,1308210.91,"R$ 1.308.210,91"
"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS",PTB,PARTIDO TRABALHISTA BRASILEIRO,244577.86,"R$ 244.577,86"
"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS",PTC,PARTIDO TRABALHISTA CRISTÃO,33885.62,"R$ 33.885,62"
"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS",PV,PARTIDO VERDE,55798.02,"R$ 55.798,02"
"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS",REDE,REDE SUSTENTABILIDADE,15286.73,"R$ 15.286,73"
"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS",REPUBLICANOS,REPUBLICANOS,425652.1,"R$ 425.652,10"
"MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS",SDD,SOLIDARIEDADE,144069.38,"R$ 144.069,38"
MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO,AVANTE,AVANTE,43560,"R$ 43.560,00"
MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,22880,"R$ 22.880,00"
MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO,NOVO,PARTIDO NOVO,912960.07,"R$ 912.960,07"
MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO,PCDOB,PARTIDO COMUNISTA DO BRASIL,2344,"R$ 2.344,00"
MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,73676.2,"R$ 73.676,20"
MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO,PL,PARTIDO LIBERAL,49816.64,"R$ 49.816,64"
MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO,PMB,PARTIDO DA MULHER BRASILEIRA,198.6,"R$ 198,60"
MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO,PODE,PODEMOS,22000,"R$ 22.000,00"
MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO,PP,PROGRESSISTAS,82140,"R$ 82.140,00"
MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO,PSB,PARTIDO SOCIALISTA BRASILEIRO,282739.59,"R$ 282.739,59"
MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO,PSC,PARTIDO SOCIAL CRISTÃO,115126.14,"R$ 115.126,14"
MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO,PSD,PARTIDO SOCIAL DEMOCRÁTICO,12019,"R$ 12.019,00"
MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,30666.86,"R$ 30.666,86"
MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO,PSOL,PARTIDO SOCIALISMO E LIBERDADE,75002,"R$ 75.002,00"
MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,205250,"R$ 205.250,00"
MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO,PT,PARTIDO DOS TRABALHADORES,2708841.66,"R$ 2.708.841,66"
MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO,PTB,PARTIDO TRABALHISTA BRASILEIRO,64050,"R$ 64.050,00"
MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO,PV,PARTIDO VERDE,850,"R$ 850,00"
MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO,REDE,REDE SUSTENTABILIDADE,4710,"R$ 4.710,00"
MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO,REPUBLICANOS,REPUBLICANOS,71499.3,"R$ 71.499,30"
MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO,SDD,SOLIDARIEDADE,89520,"R$ 89.520,00"
MATERIAL DE CONSUMO,AVANTE,AVANTE,255661.76,"R$ 255.661,76"
MATERIAL DE CONSUMO,DC,DEMOCRACIA CRISTÃ,101784.26,"R$ 101.784,26"
MATERIAL DE CONSUMO,DEM,DEMOCRATAS,564177.57,"R$ 564.177,57"
MATERIAL DE CONSUMO,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,1818260.88,"R$ 1.818.260,88"
MATERIAL DE CONSUMO,NOVO,PARTIDO NOVO,485623.66,"R$ 485.623,66"
MATERIAL DE CONSUMO,PATRI,PATRIOTA,711063.33,"R$ 711.063,33"
MATERIAL DE CONSUMO,PCB,PARTIDO COMUNISTA BRASILEIRO,5338.27,"R$ 5.338,27"
MATERIAL DE CONSUMO,PCDOB,PARTIDO COMUNISTA DO BRASIL,282923.18,"R$ 282.923,18"
MATERIAL DE CONSUMO,PCO,PARTIDO DA CAUSA OPERÁRIA,42172.44,"R$ 42.172,44"
MATERIAL DE CONSUMO,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,923751.38,"R$ 923.751,38"
MATERIAL DE CONSUMO,PHS,PARTIDO HUMANISTA DA SOLIDARIEDADE,77812.11,"R$ 77.812,11"
MATERIAL DE CONSUMO,PL,PARTIDO LIBERAL,683302.64,"R$ 683.302,64"
MATERIAL DE CONSUMO,PMB,PARTIDO DA MULHER BRASILEIRA,21135.2,"R$ 21.135,20"
MATERIAL DE CONSUMO,PMN,PARTIDO DA MOBILIZAÇÃO NACIONAL,42796.46,"R$ 42.796,46"
MATERIAL DE CONSUMO,PODE,PODEMOS,563663.17,"R$ 563.663,17"
MATERIAL DE CONSUMO,PP,PROGRESSISTAS,807276.99,"R$ 807.276,99"
MATERIAL DE CONSUMO,PPL,PARTIDO PÁTRIA LIVRE,4943.89,"R$ 4.943,89"
MATERIAL DE CONSUMO,PPS,PARTIDO POPULAR SOCIALISTA,1457935.44,"R$ 1.457.935,44"
MATERIAL DE CONSUMO,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,584015.25,"R$ 584.015,25"
MATERIAL DE CONSUMO,PRP,PARTIDO REPUBLICANO PROGRESSISTA,68702.27,"R$ 68.702,27"
MATERIAL DE CONSUMO,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,13722.08,"R$ 13.722,08"
MATERIAL DE CONSUMO,PSB,PARTIDO SOCIALISTA BRASILEIRO,1296676.33,"R$ 1.296.676,33"
MATERIAL DE CONSUMO,PSC,PARTIDO SOCIAL CRISTÃO,796822.97,"R$ 796.822,97"
MATERIAL DE CONSUMO,PSD,PARTIDO SOCIAL DEMOCRÁTICO,581057.52,"R$ 581.057,52"
MATERIAL DE CONSUMO,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,2133541.91,"R$ 2.133.541,91"
MATERIAL DE CONSUMO,PSL,PARTIDO SOCIAL LIBERAL,118347.63,"R$ 118.347,63"
MATERIAL DE CONSUMO,PSOL,PARTIDO SOCIALISMO E LIBERDADE,424323.34,"R$ 424.323,34"
MATERIAL DE CONSUMO,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,21014.13,"R$ 21.014,13"
MATERIAL DE CONSUMO,PT,PARTIDO DOS TRABALHADORES,2850266.47,"R$ 2.850.266,47"
MATERIAL DE CONSUMO,PTB,PARTIDO TRABALHISTA BRASILEIRO,518739.37,"R$ 518.739,37"
MATERIAL DE CONSUMO,PTC,PARTIDO TRABALHISTA CRISTÃO,83890.96,"R$ 83.890,96"
MATERIAL DE CONSUMO,PV,PARTIDO VERDE,131531.56,"R$ 131.531,56"
MATERIAL DE CONSUMO,REDE,REDE SUSTENTABILIDADE,76910,"R$ 76.910,00"
MATERIAL DE CONSUMO,REPUBLICANOS,REPUBLICANOS,1599055.47,"R$ 1.599.055,47"
MATERIAL DE CONSUMO,SDD,SOLIDARIEDADE,723634.38,"R$ 723.634,38"
OBRIGAÇÕES DIVERSAS,DEM,DEMOCRATAS,41453.06,"R$ 41.453,06"
OBRIGAÇÕES DIVERSAS,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,251270.31,"R$ 251.270,31"
OBRIGAÇÕES DIVERSAS,PATRI,PATRIOTA,5910.5,"R$ 5.910,50"
OBRIGAÇÕES DIVERSAS,PCDOB,PARTIDO COMUNISTA DO BRASIL,10373.45,"R$ 10.373,45"
OBRIGAÇÕES DIVERSAS,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,28087.25,"R$ 28.087,25"
OBRIGAÇÕES DIVERSAS,PHS,PARTIDO HUMANISTA DA SOLIDARIEDADE,58276.54,"R$ 58.276,54"
OBRIGAÇÕES DIVERSAS,PL,PARTIDO LIBERAL,1444,"R$ 1.444,00"
OBRIGAÇÕES DIVERSAS,PMN,PARTIDO DA MOBILIZAÇÃO NACIONAL,5984.95,"R$ 5.984,95"
OBRIGAÇÕES DIVERSAS,PP,PROGRESSISTAS,31737.18,"R$ 31.737,18"
OBRIGAÇÕES DIVERSAS,PPS,PARTIDO POPULAR SOCIALISTA,10477.96,"R$ 10.477,96"
OBRIGAÇÕES DIVERSAS,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,5779.35,"R$ 5.779,35"
OBRIGAÇÕES DIVERSAS,PSB,PARTIDO SOCIALISTA BRASILEIRO,159189.19,"R$ 159.189,19"
OBRIGAÇÕES DIVERSAS,PSC,PARTIDO SOCIAL CRISTÃO,9070.86,"R$ 9.070,86"
OBRIGAÇÕES DIVERSAS,PSD,PARTIDO SOCIAL DEMOCRÁTICO,29443.91,"R$ 29.443,91"
OBRIGAÇÕES DIVERSAS,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,111492.98,"R$ 111.492,98"
OBRIGAÇÕES DIVERSAS,PSL,PARTIDO SOCIAL LIBERAL,6986.49,"R$ 6.986,49"
OBRIGAÇÕES DIVERSAS,PSOL,PARTIDO SOCIALISMO E LIBERDADE,8967.5,"R$ 8.967,50"
OBRIGAÇÕES DIVERSAS,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,818.28,"R$ 818,28"
OBRIGAÇÕES DIVERSAS,PT,PARTIDO DOS TRABALHADORES,449093.98,"R$ 449.093,98"
OBRIGAÇÕES DIVERSAS,PTB,PARTIDO TRABALHISTA BRASILEIRO,26011.53,"R$ 26.011,53"
OBRIGAÇÕES DIVERSAS,PTC,PARTIDO TRABALHISTA CRISTÃO,48411.57,"R$ 48.411,57"
OBRIGAÇÕES DIVERSAS,PV,PARTIDO VERDE,345341.55,"R$ 345.341,55"
OBRIGAÇÕES DIVERSAS,REDE,REDE SUSTENTABILIDADE,500,"R$ 500,00"
OBRIGAÇÕES DIVERSAS,REPUBLICANOS,REPUBLICANOS,39780.02,"R$ 39.780,02"
OBRIGAÇÕES DIVERSAS,SDD,SOLIDARIEDADE,29960.25,"R$ 29.960,25"
OUTRAS DESPESAS COM PROPAGANDA DOUTRINÁRIA E POLÍTICA,DC,DEMOCRACIA CRISTÃ,1065,"R$ 1.065,00"
OUTRAS DESPESAS COM PROPAGANDA DOUTRINÁRIA E POLÍTICA,DEM,DEMOCRATAS,29760,"R$ 29.760,00"
OUTRAS DESPESAS COM PROPAGANDA DOUTRINÁRIA E POLÍTICA,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,199657.06,"R$ 199.657,06"
OUTRAS DESPESAS COM PROPAGANDA DOUTRINÁRIA E POLÍTICA,PATRI,PATRIOTA,91618,"R$ 91.618,00"
OUTRAS DESPESAS COM PROPAGANDA DOUTRINÁRIA E POLÍTICA,PCDOB,PARTIDO COMUNISTA DO BRASIL,40012.61,"R$ 40.012,61"
OUTRAS DESPESAS COM PROPAGANDA DOUTRINÁRIA E POLÍTICA,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,147678.75,"R$ 147.678,75"
OUTRAS DESPESAS COM PROPAGANDA DOUTRINÁRIA E POLÍTICA,PL,PARTIDO LIBERAL,577047.3,"R$ 577.047,30"
OUTRAS DESPESAS COM PROPAGANDA DOUTRINÁRIA E POLÍTICA,PMB,PARTIDO DA MULHER BRASILEIRA,1000,"R$ 1.000,00"
OUTRAS DESPESAS COM PROPAGANDA DOUTRINÁRIA E POLÍTICA,PMN,PARTIDO DA MOBILIZAÇÃO NACIONAL,1450,"R$ 1.450,00"
OUTRAS DESPESAS COM PROPAGANDA DOUTRINÁRIA E POLÍTICA,PODE,PODEMOS,133699.86,"R$ 133.699,86"
OUTRAS DESPESAS COM PROPAGANDA DOUTRINÁRIA E POLÍTICA,PP,PROGRESSISTAS,102170,"R$ 102.170,00"
OUTRAS DESPESAS COM PROPAGANDA DOUTRINÁRIA E POLÍTICA,PPL,PARTIDO PÁTRIA LIVRE,10200,"R$ 10.200,00"
OUTRAS DESPESAS COM PROPAGANDA DOUTRINÁRIA E POLÍTICA,PPS,PARTIDO POPULAR SOCIALISTA,9650,"R$ 9.650,00"
OUTRAS DESPESAS COM PROPAGANDA DOUTRINÁRIA E POLÍTICA,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,197616,"R$ 197.616,00"
OUTRAS DESPESAS COM PROPAGANDA DOUTRINÁRIA E POLÍTICA,PRP,PARTIDO REPUBLICANO PROGRESSISTA,10000,"R$ 10.000,00"
OUTRAS DESPESAS COM PROPAGANDA DOUTRINÁRIA E POLÍTICA,PSB,PARTIDO SOCIALISTA BRASILEIRO,107212.63,"R$ 107.212,63"
OUTRAS DESPESAS COM PROPAGANDA DOUTRINÁRIA E POLÍTICA,PSC,PARTIDO SOCIAL CRISTÃO,72662,"R$ 72.662,00"
OUTRAS DESPESAS COM PROPAGANDA DOUTRINÁRIA E POLÍTICA,PSD,PARTIDO SOCIAL DEMOCRÁTICO,2224690.45,"R$ 2.224.690,45"
OUTRAS DESPESAS COM PROPAGANDA DOUTRINÁRIA E POLÍTICA,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,9548321.97,"R$ 9.548.321,97"
OUTRAS DESPESAS COM PROPAGANDA DOUTRINÁRIA E POLÍTICA,PSL,PARTIDO SOCIAL LIBERAL,82180,"R$ 82.180,00"
OUTRAS DESPESAS COM PROPAGANDA DOUTRINÁRIA E POLÍTICA,PSOL,PARTIDO SOCIALISMO E LIBERDADE,142565.73,"R$ 142.565,73"
OUTRAS DESPESAS COM PROPAGANDA DOUTRINÁRIA E POLÍTICA,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,4559.4,"R$ 4.559,40"
OUTRAS DESPESAS COM PROPAGANDA DOUTRINÁRIA E POLÍTICA,PT,PARTIDO DOS TRABALHADORES,5730574.39,"R$ 5.730.574,39"
OUTRAS DESPESAS COM PROPAGANDA DOUTRINÁRIA E POLÍTICA,PTB,PARTIDO TRABALHISTA BRASILEIRO,6560.11,"R$ 6.560,11"
OUTRAS DESPESAS COM PROPAGANDA DOUTRINÁRIA E POLÍTICA,PV,PARTIDO VERDE,2015024.02,"R$ 2.015.024,02"
OUTRAS DESPESAS COM PROPAGANDA DOUTRINÁRIA E POLÍTICA,REPUBLICANOS,REPUBLICANOS,105179.2,"R$ 105.179,20"
OUTRAS DESPESAS COM PROPAGANDA DOUTRINÁRIA E POLÍTICA,SDD,SOLIDARIEDADE,42400,"R$ 42.400,00"
OUTRAS DESPESAS GERAIS,AVANTE,AVANTE,216.09,"R$ 216,09"
OUTRAS DESPESAS GERAIS,DC,DEMOCRACIA CRISTÃ,65800.8,"R$ 65.800,80"
OUTRAS DESPESAS GERAIS,DEM,DEMOCRATAS,234116.74,"R$ 234.116,74"
OUTRAS DESPESAS GERAIS,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,1160813.73,"R$ 1.160.813,73"
OUTRAS DESPESAS GERAIS,NOVO,PARTIDO NOVO,124537.38,"R$ 124.537,38"
OUTRAS DESPESAS GERAIS,PATRI,PATRIOTA,22458.86,"R$ 22.458,86"
OUTRAS DESPESAS GERAIS,PCB,PARTIDO COMUNISTA BRASILEIRO,2883.76,"R$ 2.883,76"
OUTRAS DESPESAS GERAIS,PCDOB,PARTIDO COMUNISTA DO BRASIL,60727.42,"R$ 60.727,42"
OUTRAS DESPESAS GERAIS,PCO,PARTIDO DA CAUSA OPERÁRIA,134,"R$ 134,00"
OUTRAS DESPESAS GERAIS,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,244587.65,"R$ 244.587,65"
OUTRAS DESPESAS GERAIS,PHS,PARTIDO HUMANISTA DA SOLIDARIEDADE,29112.27,"R$ 29.112,27"
OUTRAS DESPESAS GERAIS,PL,PARTIDO LIBERAL,573004.96,"R$ 573.004,96"
OUTRAS DESPESAS GERAIS,PMB,PARTIDO DA MULHER BRASILEIRA,1000,"R$ 1.000,00"
OUTRAS DESPESAS GERAIS,PMN,PARTIDO DA MOBILIZAÇÃO NACIONAL,54781.04,"R$ 54.781,04"
OUTRAS DESPESAS GERAIS,PODE,PODEMOS,357359.37,"R$ 357.359,37"
OUTRAS DESPESAS GERAIS,PP,PROGRESSISTAS,404848.78,"R$ 404.848,78"
OUTRAS DESPESAS GERAIS,PPL,PARTIDO PÁTRIA LIVRE,999.7,"R$ 999,70"
OUTRAS DESPESAS GERAIS,PPS,PARTIDO POPULAR SOCIALISTA,127396.12,"R$ 127.396,12"
