DS_GASTO_NIVEL1,SG_PARTIDO,NM_PARTIDO,gasto,reais
ADIANTAMENTOS DIVERSOS,AVANTE,AVANTE,1435.2,"R$ 1.435,20"
ADIANTAMENTOS DIVERSOS,DC,DEMOCRACIA CRISTÃ,442.35,"R$ 442,35"
ADIANTAMENTOS DIVERSOS,DEM,DEMOCRATAS,10548.77,"R$ 10.548,77"
ADIANTAMENTOS DIVERSOS,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,76109.2,"R$ 76.109,20"
ADIANTAMENTOS DIVERSOS,NOVO,PARTIDO NOVO,71244.36,"R$ 71.244,36"
ADIANTAMENTOS DIVERSOS,PATRI,PATRIOTA,1120,"R$ 1.120,00"
ADIANTAMENTOS DIVERSOS,PCDOB,PARTIDO COMUNISTA DO BRASIL,79034.7,"R$ 79.034,70"
ADIANTAMENTOS DIVERSOS,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,34858.86,"R$ 34.858,86"
ADIANTAMENTOS DIVERSOS,PHS,PARTIDO HUMANISTA DA SOLIDARIEDADE,1597249.61,"R$ 1.597.249,61"
ADIANTAMENTOS DIVERSOS,PL,PARTIDO LIBERAL,643.87,"R$ 643,87"
ADIANTAMENTOS DIVERSOS,PMN,PARTIDO DA MOBILIZAÇÃO NACIONAL,12666.97,"R$ 12.666,97"
ADIANTAMENTOS DIVERSOS,PP,PROGRESSISTAS,15319.58,"R$ 15.319,58"
ADIANTAMENTOS DIVERSOS,PPS,PARTIDO POPULAR SOCIALISTA,100237.57,"R$ 100.237,57"
ADIANTAMENTOS DIVERSOS,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,1301.08,"R$ 1.301,08"
ADIANTAMENTOS DIVERSOS,PRP,PARTIDO REPUBLICANO PROGRESSISTA,679.31,"R$ 679,31"
ADIANTAMENTOS DIVERSOS,PSB,PARTIDO SOCIALISTA BRASILEIRO,137191.34,"R$ 137.191,34"
ADIANTAMENTOS DIVERSOS,PSC,PARTIDO SOCIAL CRISTÃO,9056.1,"R$ 9.056,10"
ADIANTAMENTOS DIVERSOS,PSD,PARTIDO SOCIAL DEMOCRÁTICO,24765.3,"R$ 24.765,30"
ADIANTAMENTOS DIVERSOS,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,82839.61,"R$ 82.839,61"
ADIANTAMENTOS DIVERSOS,PSOL,PARTIDO SOCIALISMO E LIBERDADE,29506.4,"R$ 29.506,40"
ADIANTAMENTOS DIVERSOS,PT,PARTIDO DOS TRABALHADORES,575441.51,"R$ 575.441,51"
ADIANTAMENTOS DIVERSOS,PTB,PARTIDO TRABALHISTA BRASILEIRO,3703.62,"R$ 3.703,62"
ADIANTAMENTOS DIVERSOS,PTC,PARTIDO TRABALHISTA CRISTÃO,102000,"R$ 102.000,00"
ADIANTAMENTOS DIVERSOS,PV,PARTIDO VERDE,11928.32,"R$ 11.928,32"
ADIANTAMENTOS DIVERSOS,REDE,REDE SUSTENTABILIDADE,16367.94,"R$ 16.367,94"
ADIANTAMENTOS DIVERSOS,REPUBLICANOS,REPUBLICANOS,451906.28,"R$ 451.906,28"
ADIANTAMENTOS DIVERSOS,SDD,SOLIDARIEDADE,1264.72,"R$ 1.264,72"
ÁGUA E ESGOTO,AVANTE,AVANTE,1282.99,"R$ 1.282,99"
ÁGUA E ESGOTO,DC,DEMOCRACIA CRISTÃ,8842.58,"R$ 8.842,58"
ÁGUA E ESGOTO,DEM,DEMOCRATAS,22535.62,"R$ 22.535,62"
ÁGUA E ESGOTO,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,108277.91,"R$ 108.277,91"
ÁGUA E ESGOTO,NOVO,PARTIDO NOVO,745.8,"R$ 745,80"
ÁGUA E ESGOTO,PATRI,PATRIOTA,1558.71,"R$ 1.558,71"
ÁGUA E ESGOTO,PCB,PARTIDO COMUNISTA BRASILEIRO,1095.29,"R$ 1.095,29"
ÁGUA E ESGOTO,PCDOB,PARTIDO COMUNISTA DO BRASIL,48087.48,"R$ 48.087,48"
ÁGUA E ESGOTO,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,70034.8,"R$ 70.034,80"
ÁGUA E ESGOTO,PHS,PARTIDO HUMANISTA DA SOLIDARIEDADE,10607.55,"R$ 10.607,55"
ÁGUA E ESGOTO,PL,PARTIDO LIBERAL,36513.69,"R$ 36.513,69"
ÁGUA E ESGOTO,PMB,PARTIDO DA MULHER BRASILEIRA,64.52,"R$ 64,52"
ÁGUA E ESGOTO,PMN,PARTIDO DA MOBILIZAÇÃO NACIONAL,720,"R$ 720,00"
ÁGUA E ESGOTO,PODE,PODEMOS,8679.06,"R$ 8.679,06"
ÁGUA E ESGOTO,PP,PROGRESSISTAS,36660.77,"R$ 36.660,77"
ÁGUA E ESGOTO,PPL,PARTIDO PÁTRIA LIVRE,998.89,"R$ 998,89"
ÁGUA E ESGOTO,PPS,PARTIDO POPULAR SOCIALISTA,16024.04,"R$ 16.024,04"
ÁGUA E ESGOTO,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,18532.86,"R$ 18.532,86"
ÁGUA E ESGOTO,PRP,PARTIDO REPUBLICANO PROGRESSISTA,3367.12,"R$ 3.367,12"
ÁGUA E ESGOTO,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,13020.39,"R$ 13.020,39"
ÁGUA E ESGOTO,PSB,PARTIDO SOCIALISTA BRASILEIRO,38872.14,"R$ 38.872,14"
ÁGUA E ESGOTO,PSC,PARTIDO SOCIAL CRISTÃO,12103.46,"R$ 12.103,46"
ÁGUA E ESGOTO,PSD,PARTIDO SOCIAL DEMOCRÁTICO,26588.75,"R$ 26.588,75"
ÁGUA E ESGOTO,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,70709.6,"R$ 70.709,60"
ÁGUA E ESGOTO,PSL,PARTIDO SOCIAL LIBERAL,4418.14,"R$ 4.418,14"
ÁGUA E ESGOTO,PSOL,PARTIDO SOCIALISMO E LIBERDADE,16761.99,"R$ 16.761,99"
ÁGUA E ESGOTO,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,15092.8,"R$ 15.092,80"
ÁGUA E ESGOTO,PT,PARTIDO DOS TRABALHADORES,160756.35,"R$ 160.756,35"
ÁGUA E ESGOTO,PTB,PARTIDO TRABALHISTA BRASILEIRO,24494.04,"R$ 24.494,04"
ÁGUA E ESGOTO,PTC,PARTIDO TRABALHISTA CRISTÃO,2600.97,"R$ 2.600,97"
ÁGUA E ESGOTO,PV,PARTIDO VERDE,22199.13,"R$ 22.199,13"
ÁGUA E ESGOTO,REDE,REDE SUSTENTABILIDADE,5002.2,"R$ 5.002,20"
ÁGUA E ESGOTO,REPUBLICANOS,REPUBLICANOS,24842.33,"R$ 24.842,33"
ÁGUA E ESGOTO,SDD,SOLIDARIEDADE,13151.8,"R$ 13.151,80"
ALISTAMENTO,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,89230.84,"R$ 89.230,84"
ALISTAMENTO,PCDOB,PARTIDO COMUNISTA DO BRASIL,51450,"R$ 51.450,00"
ALISTAMENTO,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,1884.4,"R$ 1.884,40"
ALISTAMENTO,PP,PROGRESSISTAS,3298.66,"R$ 3.298,66"
ALISTAMENTO,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,5000,"R$ 5.000,00"
ALISTAMENTO,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,7710,"R$ 7.710,00"
ALISTAMENTO,PT,PARTIDO DOS TRABALHADORES,307051.72,"R$ 307.051,72"
ALUGUÉIS E CONDOMÍNIOS,AVANTE,AVANTE,472930.1,"R$ 472.930,10"
ALUGUÉIS E CONDOMÍNIOS,DC,DEMOCRACIA CRISTÃ,160651.76,"R$ 160.651,76"
ALUGUÉIS E CONDOMÍNIOS,DEM,DEMOCRATAS,2025393.74,"R$ 2.025.393,74"
ALUGUÉIS E CONDOMÍNIOS,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,3322961.12,"R$ 3.322.961,12"
ALUGUÉIS E CONDOMÍNIOS,NOVO,PARTIDO NOVO,769511.09,"R$ 769.511,09"
ALUGUÉIS E CONDOMÍNIOS,PATRI,PATRIOTA,251983.67,"R$ 251.983,67"
ALUGUÉIS E CONDOMÍNIOS,PCB,PARTIDO COMUNISTA BRASILEIRO,86741.28,"R$ 86.741,28"
ALUGUÉIS E CONDOMÍNIOS,PCDOB,PARTIDO COMUNISTA DO BRASIL,944313.45,"R$ 944.313,45"
ALUGUÉIS E CONDOMÍNIOS,PCO,PARTIDO DA CAUSA OPERÁRIA,19383.69,"R$ 19.383,69"
ALUGUÉIS E CONDOMÍNIOS,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,1567141.01,"R$ 1.567.141,01"
ALUGUÉIS E CONDOMÍNIOS,PHS,PARTIDO HUMANISTA DA SOLIDARIEDADE,495912.5,"R$ 495.912,50"
ALUGUÉIS E CONDOMÍNIOS,PL,PARTIDO LIBERAL,2638652.19,"R$ 2.638.652,19"
ALUGUÉIS E CONDOMÍNIOS,PMB,PARTIDO DA MULHER BRASILEIRA,93376.36,"R$ 93.376,36"
ALUGUÉIS E CONDOMÍNIOS,PMN,PARTIDO DA MOBILIZAÇÃO NACIONAL,269362.58,"R$ 269.362,58"
ALUGUÉIS E CONDOMÍNIOS,PODE,PODEMOS,462839.39,"R$ 462.839,39"
ALUGUÉIS E CONDOMÍNIOS,PP,PROGRESSISTAS,2705875.94,"R$ 2.705.875,94"
ALUGUÉIS E CONDOMÍNIOS,PPL,PARTIDO PÁTRIA LIVRE,82862.14,"R$ 82.862,14"
ALUGUÉIS E CONDOMÍNIOS,PPS,PARTIDO POPULAR SOCIALISTA,1097979.85,"R$ 1.097.979,85"
ALUGUÉIS E CONDOMÍNIOS,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,546128.24,"R$ 546.128,24"
ALUGUÉIS E CONDOMÍNIOS,PRP,PARTIDO REPUBLICANO PROGRESSISTA,413262.07,"R$ 413.262,07"
ALUGUÉIS E CONDOMÍNIOS,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,205310.5,"R$ 205.310,50"
ALUGUÉIS E CONDOMÍNIOS,PSB,PARTIDO SOCIALISTA BRASILEIRO,3465852.38,"R$ 3.465.852,38"
ALUGUÉIS E CONDOMÍNIOS,PSC,PARTIDO SOCIAL CRISTÃO,1564293.62,"R$ 1.564.293,62"
ALUGUÉIS E CONDOMÍNIOS,PSD,PARTIDO SOCIAL DEMOCRÁTICO,4099894.38,"R$ 4.099.894,38"
ALUGUÉIS E CONDOMÍNIOS,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,4776962.33,"R$ 4.776.962,33"
ALUGUÉIS E CONDOMÍNIOS,PSL,PARTIDO SOCIAL LIBERAL,336115.24,"R$ 336.115,24"
ALUGUÉIS E CONDOMÍNIOS,PSOL,PARTIDO SOCIALISMO E LIBERDADE,1275259.7,"R$ 1.275.259,70"
ALUGUÉIS E CONDOMÍNIOS,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,724678.58,"R$ 724.678,58"
ALUGUÉIS E CONDOMÍNIOS,PT,PARTIDO DOS TRABALHADORES,8000805.45,"R$ 8.000.805,45"
ALUGUÉIS E CONDOMÍNIOS,PTB,PARTIDO TRABALHISTA BRASILEIRO,1995785.86,"R$ 1.995.785,86"
ALUGUÉIS E CONDOMÍNIOS,PTC,PARTIDO TRABALHISTA CRISTÃO,182174.58,"R$ 182.174,58"
ALUGUÉIS E CONDOMÍNIOS,PV,PARTIDO VERDE,1256921.08,"R$ 1.256.921,08"
ALUGUÉIS E CONDOMÍNIOS,REDE,REDE SUSTENTABILIDADE,401825.54,"R$ 401.825,54"
ALUGUÉIS E CONDOMÍNIOS,REPUBLICANOS,REPUBLICANOS,3074263.08,"R$ 3.074.263,08"
ALUGUÉIS E CONDOMÍNIOS,SDD,SOLIDARIEDADE,1296221.13,"R$ 1.296.221,13"
ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS,DEM,DEMOCRATAS,20873.04,"R$ 20.873,04"
ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,34073.83,"R$ 34.073,83"
ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS,NOVO,PARTIDO NOVO,15635.53,"R$ 15.635,53"
ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS,PCDOB,PARTIDO COMUNISTA DO BRASIL,10980.95,"R$ 10.980,95"
ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,11168.03,"R$ 11.168,03"
ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS,PHS,PARTIDO HUMANISTA DA SOLIDARIEDADE,5414.99,"R$ 5.414,99"
ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS,PL,PARTIDO LIBERAL,13500.15,"R$ 13.500,15"
ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS,PMB,PARTIDO DA MULHER BRASILEIRA,10348.29,"R$ 10.348,29"
ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS,PP,PROGRESSISTAS,29942.1,"R$ 29.942,10"
ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS,PPL,PARTIDO PÁTRIA LIVRE,966,"R$ 966,00"
ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS,PPS,PARTIDO POPULAR SOCIALISTA,5452.64,"R$ 5.452,64"
ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,17018,"R$ 17.018,00"
ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS,PRP,PARTIDO REPUBLICANO PROGRESSISTA,3539.2,"R$ 3.539,20"
ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS,PSB,PARTIDO SOCIALISTA BRASILEIRO,52244.21,"R$ 52.244,21"
ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS,PSC,PARTIDO SOCIAL CRISTÃO,25244.32,"R$ 25.244,32"
ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS,PSD,PARTIDO SOCIAL DEMOCRÁTICO,9386.96,"R$ 9.386,96"
ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,43341.88,"R$ 43.341,88"
ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS,PSL,PARTIDO SOCIAL LIBERAL,8705.68,"R$ 8.705,68"
ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS,PSOL,PARTIDO SOCIALISMO E LIBERDADE,3777.46,"R$ 3.777,46"
ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,4334.1,"R$ 4.334,10"
ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS,PT,PARTIDO DOS TRABALHADORES,19580.59,"R$ 19.580,59"
ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS,PTB,PARTIDO TRABALHISTA BRASILEIRO,15138.16,"R$ 15.138,16"
ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS,PTC,PARTIDO TRABALHISTA CRISTÃO,5317.73,"R$ 5.317,73"
ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS,PV,PARTIDO VERDE,5477.36,"R$ 5.477,36"
ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS,REPUBLICANOS,REPUBLICANOS,13630.96,"R$ 13.630,96"
ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS,SDD,SOLIDARIEDADE,4303.58,"R$ 4.303,58"
ASSUNÇÃO DE OBRIGAÇÕES,AVANTE,AVANTE,200,"R$ 200,00"
ASSUNÇÃO DE OBRIGAÇÕES,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,500,"R$ 500,00"
ASSUNÇÃO DE OBRIGAÇÕES,NOVO,PARTIDO NOVO,829013.01,"R$ 829.013,01"
ASSUNÇÃO DE OBRIGAÇÕES,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,1000,"R$ 1.000,00"
ASSUNÇÃO DE OBRIGAÇÕES,PL,PARTIDO LIBERAL,48748.16,"R$ 48.748,16"
ASSUNÇÃO DE OBRIGAÇÕES,PODE,PODEMOS,200000,"R$ 200.000,00"
ASSUNÇÃO DE OBRIGAÇÕES,PSOL,PARTIDO SOCIALISMO E LIBERDADE,4150,"R$ 4.150,00"
ASSUNÇÃO DE OBRIGAÇÕES,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,13483.59,"R$ 13.483,59"
ASSUNÇÃO DE OBRIGAÇÕES,PT,PARTIDO DOS TRABALHADORES,180,"R$ 180,00"
ASSUNÇÃO DE OBRIGAÇÕES,PTB,PARTIDO TRABALHISTA BRASILEIRO,500,"R$ 500,00"
ASSUNÇÃO DE OBRIGAÇÕES,PTC,PARTIDO TRABALHISTA CRISTÃO,45000,"R$ 45.000,00"
ASSUNÇÃO DE OBRIGAÇÕES,PV,PARTIDO VERDE,3475,"R$ 3.475,00"
ATIVO PERMANENTE,AVANTE,AVANTE,35104.27,"R$ 35.104,27"
ATIVO PERMANENTE,DC,DEMOCRACIA CRISTÃ,9711.34,"R$ 9.711,34"
ATIVO PERMANENTE,DEM,DEMOCRATAS,130638.53,"R$ 130.638,53"
ATIVO PERMANENTE,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,465126.98,"R$ 465.126,98"
ATIVO PERMANENTE,NOVO,PARTIDO NOVO,399230.89,"R$ 399.230,89"
ATIVO PERMANENTE,PATRI,PATRIOTA,7790,"R$ 7.790,00"
ATIVO PERMANENTE,PCB,PARTIDO COMUNISTA BRASILEIRO,1768.29,"R$ 1.768,29"
ATIVO PERMANENTE,PCDOB,PARTIDO COMUNISTA DO BRASIL,79962.97,"R$ 79.962,97"
ATIVO PERMANENTE,PCO,PARTIDO DA CAUSA OPERÁRIA,2499.87,"R$ 2.499,87"
ATIVO PERMANENTE,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,163252.54,"R$ 163.252,54"
ATIVO PERMANENTE,PHS,PARTIDO HUMANISTA DA SOLIDARIEDADE,3223.48,"R$ 3.223,48"
ATIVO PERMANENTE,PL,PARTIDO LIBERAL,239614.81,"R$ 239.614,81"
ATIVO PERMANENTE,PMN,PARTIDO DA MOBILIZAÇÃO NACIONAL,7683.98,"R$ 7.683,98"
ATIVO PERMANENTE,PODE,PODEMOS,10547,"R$ 10.547,00"
ATIVO PERMANENTE,PP,PROGRESSISTAS,252063.14,"R$ 252.063,14"
ATIVO PERMANENTE,PPL,PARTIDO PÁTRIA LIVRE,2000,"R$ 2.000,00"
ATIVO PERMANENTE,PPS,PARTIDO POPULAR SOCIALISTA,29241.13,"R$ 29.241,13"
ATIVO PERMANENTE,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,624041.16,"R$ 624.041,16"
ATIVO PERMANENTE,PRP,PARTIDO REPUBLICANO PROGRESSISTA,22934.67,"R$ 22.934,67"
ATIVO PERMANENTE,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,16676,"R$ 16.676,00"
ATIVO PERMANENTE,PSB,PARTIDO SOCIALISTA BRASILEIRO,266755.49,"R$ 266.755,49"
ATIVO PERMANENTE,PSC,PARTIDO SOCIAL CRISTÃO,177641.71,"R$ 177.641,71"
ATIVO PERMANENTE,PSD,PARTIDO SOCIAL DEMOCRÁTICO,141356.24,"R$ 141.356,24"
ATIVO PERMANENTE,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,341707.29,"R$ 341.707,29"
ATIVO PERMANENTE,PSL,PARTIDO SOCIAL LIBERAL,45105.13,"R$ 45.105,13"
ATIVO PERMANENTE,PSOL,PARTIDO SOCIALISMO E LIBERDADE,68341.13,"R$ 68.341,13"
ATIVO PERMANENTE,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,25810.67,"R$ 25.810,67"
ATIVO PERMANENTE,PT,PARTIDO DOS TRABALHADORES,797886.68,"R$ 797.886,68"
ATIVO PERMANENTE,PTB,PARTIDO TRABALHISTA BRASILEIRO,141205.03,"R$ 141.205,03"
ATIVO PERMANENTE,PTC,PARTIDO TRABALHISTA CRISTÃO,3402,"R$ 3.402,00"
ATIVO PERMANENTE,PV,PARTIDO VERDE,35753.22,"R$ 35.753,22"
ATIVO PERMANENTE,REDE,REDE SUSTENTABILIDADE,67092.3,"R$ 67.092,30"
ATIVO PERMANENTE,REPUBLICANOS,REPUBLICANOS,2012669.43,"R$ 2.012.669,43"
ATIVO PERMANENTE,SDD,SOLIDARIEDADE,118157.18,"R$ 118.157,18"
CONGRESSOS,DEM,DEMOCRATAS,5053.3,"R$ 5.053,30"
CONGRESSOS,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,66378.32,"R$ 66.378,32"
CONGRESSOS,PCB,PARTIDO COMUNISTA BRASILEIRO,600,"R$ 600,00"
CONGRESSOS,PCDOB,PARTIDO COMUNISTA DO BRASIL,15000,"R$ 15.000,00"
CONGRESSOS,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,103708.77,"R$ 103.708,77"
CONGRESSOS,PL,PARTIDO LIBERAL,90000,"R$ 90.000,00"
CONGRESSOS,PP,PROGRESSISTAS,119.29,"R$ 119,29"
CONGRESSOS,PPS,PARTIDO POPULAR SOCIALISTA,28464.53,"R$ 28.464,53"
CONGRESSOS,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,21316.05,"R$ 21.316,05"
CONGRESSOS,PRP,PARTIDO REPUBLICANO PROGRESSISTA,2582,"R$ 2.582,00"
CONGRESSOS,PSB,PARTIDO SOCIALISTA BRASILEIRO,2425425.37,"R$ 2.425.425,37"
CONGRESSOS,PSC,PARTIDO SOCIAL CRISTÃO,23071,"R$ 23.071,00"
CONGRESSOS,PSD,PARTIDO SOCIAL DEMOCRÁTICO,54252.61,"R$ 54.252,61"
CONGRESSOS,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,76319.32,"R$ 76.319,32"
CONGRESSOS,PSOL,PARTIDO SOCIALISMO E LIBERDADE,9177.62,"R$ 9.177,62"
CONGRESSOS,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,53800,"R$ 53.800,00"
CONGRESSOS,PT,PARTIDO DOS TRABALHADORES,336884.05,"R$ 336.884,05"
CONGRESSOS,PTB,PARTIDO TRABALHISTA BRASILEIRO,893.38,"R$ 893,38"
CONGRESSOS,REDE,REDE SUSTENTABILIDADE,329428.78,"R$ 329.428,78"
CONGRESSOS,REPUBLICANOS,REPUBLICANOS,18770,"R$ 18.770,00"
CONGRESSOS,SDD,SOLIDARIEDADE,131733.78,"R$ 131.733,78"
CONVENÇÕES,AVANTE,AVANTE,8370,"R$ 8.370,00"
CONVENÇÕES,DEM,DEMOCRATAS,3510,"R$ 3.510,00"
CONVENÇÕES,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,225369.63,"R$ 225.369,63"
CONVENÇÕES,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,126852.1,"R$ 126.852,10"
CONVENÇÕES,PL,PARTIDO LIBERAL,16009.4,"R$ 16.009,40"
CONVENÇÕES,PMN,PARTIDO DA MOBILIZAÇÃO NACIONAL,821.59,"R$ 821,59"
CONVENÇÕES,PP,PROGRESSISTAS,4500,"R$ 4.500,00"
CONVENÇÕES,PSB,PARTIDO SOCIALISTA BRASILEIRO,19642.6,"R$ 19.642,60"
CONVENÇÕES,PSD,PARTIDO SOCIAL DEMOCRÁTICO,3180,"R$ 3.180,00"
CONVENÇÕES,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,38430.3,"R$ 38.430,30"
CONVENÇÕES,PT,PARTIDO DOS TRABALHADORES,169584.27,"R$ 169.584,27"
CONVENÇÕES PARTIDÁRIAS,AVANTE,AVANTE,69309.5,"R$ 69.309,50"
CONVENÇÕES PARTIDÁRIAS,DC,DEMOCRACIA CRISTÃ,30733.25,"R$ 30.733,25"
CONVENÇÕES PARTIDÁRIAS,DEM,DEMOCRATAS,233648.48,"R$ 233.648,48"
CONVENÇÕES PARTIDÁRIAS,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,2309959.59,"R$ 2.309.959,59"
CONVENÇÕES PARTIDÁRIAS,NOVO,PARTIDO NOVO,2710,"R$ 2.710,00"
CONVENÇÕES PARTIDÁRIAS,PATRI,PATRIOTA,1380,"R$ 1.380,00"
CONVENÇÕES PARTIDÁRIAS,PCDOB,PARTIDO COMUNISTA DO BRASIL,99857.78,"R$ 99.857,78"
CONVENÇÕES PARTIDÁRIAS,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,796017.35,"R$ 796.017,35"
CONVENÇÕES PARTIDÁRIAS,PL,PARTIDO LIBERAL,201565.78,"R$ 201.565,78"
CONVENÇÕES PARTIDÁRIAS,PMB,PARTIDO DA MULHER BRASILEIRA,8957.72,"R$ 8.957,72"
CONVENÇÕES PARTIDÁRIAS,PMN,PARTIDO DA MOBILIZAÇÃO NACIONAL,50367.7,"R$ 50.367,70"
CONVENÇÕES PARTIDÁRIAS,PODE,PODEMOS,33145.6,"R$ 33.145,60"
CONVENÇÕES PARTIDÁRIAS,PP,PROGRESSISTAS,85441.31,"R$ 85.441,31"
CONVENÇÕES PARTIDÁRIAS,PPS,PARTIDO POPULAR SOCIALISTA,230,"R$ 230,00"
CONVENÇÕES PARTIDÁRIAS,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,83564.12,"R$ 83.564,12"
CONVENÇÕES PARTIDÁRIAS,PRP,PARTIDO REPUBLICANO PROGRESSISTA,600,"R$ 600,00"
CONVENÇÕES PARTIDÁRIAS,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,35272.6,"R$ 35.272,60"
CONVENÇÕES PARTIDÁRIAS,PSB,PARTIDO SOCIALISTA BRASILEIRO,193009.95,"R$ 193.009,95"
CONVENÇÕES PARTIDÁRIAS,PSC,PARTIDO SOCIAL CRISTÃO,60114.81,"R$ 60.114,81"
CONVENÇÕES PARTIDÁRIAS,PSD,PARTIDO SOCIAL DEMOCRÁTICO,140556.62,"R$ 140.556,62"
CONVENÇÕES PARTIDÁRIAS,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,3098852.67,"R$ 3.098.852,67"
CONVENÇÕES PARTIDÁRIAS,PSL,PARTIDO SOCIAL LIBERAL,12739,"R$ 12.739,00"
CONVENÇÕES PARTIDÁRIAS,PSOL,PARTIDO SOCIALISMO E LIBERDADE,24111,"R$ 24.111,00"
CONVENÇÕES PARTIDÁRIAS,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,200,"R$ 200,00"
CONVENÇÕES PARTIDÁRIAS,PT,PARTIDO DOS TRABALHADORES,2082276.01,"R$ 2.082.276,01"
CONVENÇÕES PARTIDÁRIAS,PTB,PARTIDO TRABALHISTA BRASILEIRO,1409678.52,"R$ 1.409.678,52"
CONVENÇÕES PARTIDÁRIAS,PV,PARTIDO VERDE,96064.77,"R$ 96.064,77"
CONVENÇÕES PARTIDÁRIAS,REDE,REDE SUSTENTABILIDADE,263701.1,"R$ 263.701,10"
CONVENÇÕES PARTIDÁRIAS,REPUBLICANOS,REPUBLICANOS,222133.45,"R$ 222.133,45"
CONVENÇÕES PARTIDÁRIAS,SDD,SOLIDARIEDADE,46995.58,"R$ 46.995,58"
